account_id,client_id,account_type,opening_date
1763,351,épargne,2024-08-15
1764,2432,entreprise,2023-02-16
1765,796,courant,2024-06-28
1766,2813,joint,2023-07-27
1767,1736,entreprise,2018-05-17
1768,1396,courant,2023-11-22
1769,411,joint,2024-07-24
1770,2754,courant,2019-04-21
1771,2446,épargne,2016-12-04
1772,627,courant,2024-01-27
1773,1073,courant,2021-11-04
1774,1061,courant,2025-03-03
1775,1658,épargne,2024-05-28
1776,2884,joint,2024-10-04
1777,2655,joint,2023-09-15
1778,492,joint,2025-04-17
1779,3,entreprise,2019-10-05
1780,2669,épargne,2016-08-05
1781,2564,joint,2024-01-13
1782,3118,épargne,2018-12-10
1783,2971,courant,2018-11-22
1784,1297,courant,2020-02-21
1785,3165,épargne,2023-02-12
1786,384,épargne,2017-01-04
1787,1547,entreprise,2020-04-30
1788,609,joint,2019-04-25
1789,221,épargne,2022-05-26
1790,17,épargne,2020-01-03
1791,8,épargne,2019-09-15
1792,942,joint,2021-09-03
1793,2898,joint,2022-06-13
1794,1864,épargne,2024-04-06
1795,631,entreprise,2020-09-23
1796,627,entreprise,2015-09-23
1797,551,joint,2018-10-08
1798,1718,entreprise,2022-12-27
1799,264,joint,2021-07-30
1800,1780,épargne,2016-08-12
1801,1904,épargne,2018-10-10
1802,1509,épargne,2023-08-07
1803,2396,joint,2024-12-16
1804,2479,entreprise,2020-08-17
1805,1793,joint,2019-09-19
1806,1513,courant,2023-02-09
1807,2370,courant,2015-10-20
1808,2221,courant,2016-10-03
1809,277,entreprise,2018-08-09
1810,1204,épargne,2020-08-02
1811,1148,épargne,2017-07-05
1812,904,épargne,2015-10-07
1813,2679,courant,2017-11-08
1814,2925,courant,2022-06-07
1815,819,courant,2024-10-28
1816,1462,entreprise,2024-06-28
1817,540,entreprise,2015-07-29
1818,700,entreprise,2016-02-02
1819,2887,épargne,2018-11-08
1820,2758,joint,2017-02-20
1821,560,joint,2025-01-04
1822,3143,épargne,2022-02-04
1823,726,entreprise,2017-03-12
1824,641,courant,2017-08-08
1825,1599,joint,2021-06-03
1826,869,entreprise,2016-02-29
1827,500,épargne,2021-08-27
1828,2624,épargne,2024-05-21
1829,344,entreprise,2017-06-19
1830,2547,entreprise,2017-01-25
1831,476,courant,2024-11-20
1832,1451,courant,2018-12-16
1833,1875,joint,2019-04-13
1834,2916,joint,2023-10-04
1835,3089,courant,2017-07-01
1836,3105,entreprise,2024-10-21
1837,158,entreprise,2018-07-08
1838,2810,entreprise,2025-06-14
1839,3111,entreprise,2022-06-26
1840,2673,joint,2016-06-09
1841,3035,joint,2019-03-20
1842,1963,joint,2025-01-02
1843,3131,épargne,2020-07-14
1844,3192,courant,2022-08-07
1845,1099,épargne,2017-07-25
1846,2405,entreprise,2021-05-31
1847,1904,courant,2017-08-12
1848,2316,épargne,2021-10-11
1849,1433,entreprise,2020-03-18
1850,2641,épargne,2021-12-12
1851,1106,joint,2023-11-17
1852,3165,joint,2021-04-14
1853,398,courant,2024-02-29
1854,2733,épargne,2016-05-23
1855,1128,entreprise,2021-06-15
1856,804,courant,2022-12-11
1857,362,épargne,2020-08-05
1858,1426,entreprise,2025-05-01
1859,397,entreprise,2024-01-15
1860,2682,épargne,2017-11-12
1861,869,entreprise,2020-10-17
1862,3200,joint,2016-07-29
1863,318,joint,2023-01-22
1864,265,entreprise,2023-10-18
1865,275,entreprise,2018-05-20
1866,91,courant,2018-05-16
1867,1058,entreprise,2020-10-05
1868,2601,joint,2016-07-06
1869,1019,épargne,2020-09-20
1870,558,entreprise,2015-11-30
1871,650,joint,2023-01-19
1872,963,joint,2024-03-21
1873,2581,courant,2018-09-10
1874,2382,épargne,2024-10-28
1875,1271,épargne,2022-04-07
1876,238,courant,2015-09-13
1877,2038,courant,2018-02-19
1878,721,joint,2015-08-27
1879,1859,joint,2018-11-29
1880,153,épargne,2016-11-14
1881,372,joint,2017-03-09
1882,2503,courant,2025-06-17
1883,1346,joint,2015-08-21
1884,1037,entreprise,2020-03-27
1885,1803,joint,2019-04-16
1886,949,joint,2017-06-01
1887,1992,joint,2016-03-23
1888,14,courant,2022-02-28
1889,1911,épargne,2018-01-11
1890,3157,entreprise,2019-06-22
1891,196,entreprise,2022-01-10
1892,85,courant,2024-04-25
1893,979,courant,2021-05-16
1894,1036,entreprise,2023-06-13
1895,2942,courant,2021-09-29
1896,677,entreprise,2021-08-21
1897,1342,courant,2016-05-12
1898,444,courant,2017-12-27
1899,665,courant,2023-08-22
1900,1623,épargne,2017-12-02
1901,1853,joint,2015-07-28
1902,2150,courant,2022-11-30
1903,1913,épargne,2024-06-09
1904,70,entreprise,2023-10-28
1905,313,courant,2021-04-09
1906,668,entreprise,2025-03-01
1907,2999,entreprise,2016-06-21
1908,1984,joint,2017-12-22
1909,927,épargne,2017-05-14
1910,1692,joint,2024-05-17
1911,270,courant,2017-04-26
1912,526,joint,2024-02-17
1913,3234,épargne,2015-12-25
1914,725,joint,2024-02-15
1915,1090,entreprise,2017-10-26
1916,281,joint,2019-06-14
1917,12,courant,2019-04-13
1918,606,entreprise,2018-02-28
1919,2,joint,2017-03-29
1920,940,épargne,2023-01-12
1921,1017,entreprise,2021-11-23
1922,2384,épargne,2018-09-24
1923,2695,joint,2020-11-20
1924,1704,entreprise,2019-12-04
1925,2541,joint,2016-03-03
1926,2569,joint,2017-07-18
1927,2546,courant,2022-06-13
1928,74,entreprise,2020-12-23
1929,767,joint,2022-11-10
1930,1369,entreprise,2025-05-09
1931,691,joint,2021-09-01
1932,2624,entreprise,2018-10-15
1933,2628,courant,2019-09-06
1934,85,joint,2017-09-25
1935,678,courant,2025-03-31
1936,1410,courant,2022-01-08
1937,3156,épargne,2015-10-30
1938,1909,épargne,2023-01-13
1939,268,courant,2019-11-15
1940,1273,épargne,2018-05-31
1941,3042,joint,2018-10-27
1942,586,courant,2019-07-28
1943,3212,courant,2024-04-15
1944,120,joint,2021-10-30
1945,643,courant,2020-03-13
1946,277,courant,2021-04-27
1947,2173,joint,2021-10-26
1948,2872,entreprise,2023-12-29
1949,2713,entreprise,2017-03-29
1950,3014,entreprise,2017-02-11
1951,2200,épargne,2020-11-02
1952,638,épargne,2017-08-30
1953,3021,courant,2017-07-28
1954,486,épargne,2020-04-06
1955,2805,courant,2018-11-29
1956,1926,entreprise,2022-03-13
1957,631,épargne,2015-07-10
1958,683,joint,2025-03-10
1959,1036,entreprise,2019-04-14
1960,829,entreprise,2018-10-06
1961,184,joint,2019-07-23
1962,289,joint,2018-05-11
1963,1911,courant,2017-03-20
1964,1532,entreprise,2019-02-05
1965,2678,épargne,2024-04-23
1966,2349,entreprise,2017-09-29
1967,2101,épargne,2018-07-23
1968,343,joint,2022-12-03
1969,599,courant,2022-08-07
1970,2148,courant,2020-02-21
1971,2221,entreprise,2023-12-28
1972,452,épargne,2023-08-26
1973,1979,épargne,2024-10-24
1974,2680,joint,2022-09-21
1975,275,épargne,2016-07-21
1976,2975,entreprise,2019-11-14
1977,1124,joint,2016-08-02
1978,371,entreprise,2018-03-20
1979,2876,épargne,2016-03-06
1980,560,courant,2023-09-07
1981,2622,entreprise,2025-01-23
1982,2064,entreprise,2019-01-08
1983,2781,entreprise,2020-10-13
1984,740,entreprise,2020-07-17
1985,2573,courant,2019-12-01
1986,3112,joint,2023-11-16
1987,110,joint,2019-12-06
1988,2790,épargne,2023-09-03
1989,98,courant,2017-08-29
1990,2747,joint,2017-03-31
1991,917,joint,2016-11-17
1992,514,épargne,2024-03-21
1993,1931,joint,2016-04-09
1994,25,entreprise,2019-04-27
1995,1566,courant,2021-07-15
1996,2236,courant,2021-01-13
1997,635,joint,2016-03-17
1998,3012,courant,2025-03-31
1999,927,entreprise,2023-11-15
2000,3203,entreprise,2017-03-31
2001,2137,entreprise,2019-07-29
2002,540,entreprise,2017-08-19
2003,1960,épargne,2021-08-31
2004,219,épargne,2017-04-02
2005,1731,joint,2023-06-05
2006,2984,joint,2020-02-29
2007,2618,épargne,2024-04-21
2008,2521,courant,2020-05-31
2009,2285,entreprise,2021-04-16
2010,2347,joint,2020-02-13
2011,2496,épargne,2021-11-30
2012,2193,joint,2020-05-06
2013,3182,épargne,2022-06-22
2014,1838,épargne,2019-02-17
2015,1212,courant,2024-12-30
2016,2081,joint,2017-05-29
2017,679,courant,2021-08-15
2018,897,épargne,2015-08-20
2019,2038,joint,2024-06-02
2020,2422,entreprise,2023-07-19
2021,1366,courant,2024-09-18
2022,517,joint,2022-11-03
2023,2786,épargne,2018-01-06
2024,3168,épargne,2024-09-14
2025,1133,courant,2022-08-17
2026,1670,épargne,2017-12-24
2027,574,entreprise,2017-07-27
2028,2426,courant,2023-01-09
2029,1150,joint,2022-05-10
2030,2299,entreprise,2017-12-21
2031,1857,épargne,2022-09-16
2032,874,courant,2023-04-11
2033,2500,joint,2022-10-05
2034,2385,épargne,2017-09-12
2035,2446,épargne,2018-05-06
2036,1303,épargne,2025-02-11
2037,1855,joint,2020-12-01
2038,963,joint,2019-11-16
2039,2461,joint,2023-11-06
2040,471,courant,2018-07-03
2041,2913,courant,2022-12-30
2042,1261,courant,2015-11-12
2043,2363,courant,2019-08-25
2044,2813,courant,2017-05-13
2045,1817,courant,2018-01-09
2046,1485,épargne,2018-10-12
2047,470,joint,2016-04-17
2048,793,épargne,2016-11-27
2049,1455,joint,2022-08-02
2050,200,entreprise,2017-02-02
2051,2052,entreprise,2020-05-11
2052,2218,courant,2024-06-12
2053,1475,courant,2017-05-19
2054,475,joint,2019-10-19
2055,200,entreprise,2016-09-28
2056,1309,entreprise,2021-04-14
2057,1714,entreprise,2019-07-02
2058,265,épargne,2020-06-16
2059,22,courant,2018-02-13
2060,2202,joint,2022-03-21
2061,221,épargne,2025-01-17
2062,3245,entreprise,2021-04-07
2063,2642,entreprise,2016-10-25
2064,2768,joint,2016-09-15
2065,1042,courant,2021-07-03
2066,1151,entreprise,2019-08-01
2067,2978,épargne,2017-11-08
2068,2919,joint,2019-05-21
2069,234,courant,2018-05-17
2070,749,joint,2019-01-22
2071,629,joint,2020-07-02
2072,1227,joint,2016-12-24
2073,1007,entreprise,2021-02-03
2074,2613,épargne,2016-05-13
2075,627,épargne,2023-10-11
2076,698,entreprise,2021-03-28
2077,1200,courant,2015-11-16
2078,2532,joint,2020-03-12
2079,1491,courant,2023-01-14
2080,2124,courant,2019-07-06
2081,2208,joint,2020-06-30
2082,1030,épargne,2016-02-02
2083,2790,joint,2021-01-29
2084,2716,épargne,2025-05-07
2085,606,courant,2020-06-29
2086,3077,entreprise,2022-06-07
2087,2974,entreprise,2017-09-24
2088,530,épargne,2024-03-15
2089,2592,courant,2019-06-08
2090,812,entreprise,2017-02-01
2091,2837,courant,2021-01-24
2092,3022,courant,2020-09-09
2093,2303,courant,2015-10-08
2094,1220,joint,2018-04-28
2095,706,entreprise,2021-08-16
2096,87,épargne,2021-10-12
2097,2271,entreprise,2024-03-14
2098,674,épargne,2018-09-25
2099,931,épargne,2025-04-17
2100,2443,courant,2017-10-11
2101,1522,entreprise,2018-05-30
2102,2855,courant,2017-08-24
2103,1611,joint,2018-12-11
2104,1391,courant,2020-03-12
2105,1900,courant,2017-02-23
2106,1341,entreprise,2021-12-21
2107,2330,joint,2023-12-12
2108,2013,entreprise,2025-05-04
2109,2853,entreprise,2020-05-29
2110,178,épargne,2020-01-11
2111,344,courant,2023-10-17
2112,282,courant,2019-06-11
2113,2118,épargne,2024-11-28
2114,2227,épargne,2015-09-21
2115,395,courant,2022-03-26
2116,270,courant,2025-05-05
2117,1646,entreprise,2019-12-15
2118,1163,épargne,2019-04-26
2119,695,épargne,2018-01-28
2120,1309,épargne,2023-03-02
2121,2421,courant,2022-05-24
2122,682,joint,2024-01-19
2123,2266,entreprise,2016-04-03
2124,1925,courant,2018-09-26
2125,1601,épargne,2023-01-14
2126,520,courant,2015-08-11
2127,1176,courant,2022-05-16
2128,1372,entreprise,2020-09-24
2129,3216,épargne,2023-07-25
2130,2809,joint,2021-02-04
2131,975,entreprise,2021-03-16
2132,2061,épargne,2023-11-19
2133,197,joint,2022-03-22
2134,702,entreprise,2017-12-15
2135,434,épargne,2025-05-18
2136,1052,épargne,2020-01-06
2137,396,courant,2017-09-09
2138,446,épargne,2016-05-04
2139,205,entreprise,2017-05-12
2140,790,joint,2018-02-04
2141,962,courant,2019-05-03
2142,556,joint,2020-11-30
2143,1505,courant,2024-09-21
2144,2783,entreprise,2019-05-28
2145,87,entreprise,2016-02-17
2146,1050,épargne,2016-12-23
2147,539,joint,2023-10-08
2148,2448,joint,2015-07-13
2149,2399,courant,2020-09-20
2150,669,entreprise,2021-12-27
2151,3132,joint,2019-07-12
2152,902,entreprise,2024-07-09
2153,2186,épargne,2023-03-21
2154,1588,entreprise,2018-07-31
2155,2122,joint,2022-10-07
2156,334,entreprise,2025-05-01
2157,3064,épargne,2025-04-08
2158,1686,joint,2018-02-08
2159,1433,courant,2023-07-17
2160,101,joint,2016-12-25
2161,2810,épargne,2019-01-29
2162,1278,entreprise,2019-01-14
2163,3172,joint,2024-02-11
2164,2781,épargne,2016-03-22
2165,2831,épargne,2022-08-19
2166,1837,épargne,2016-04-10
2167,194,épargne,2023-02-25
2168,592,joint,2021-09-28
2169,411,courant,2016-06-25
2170,126,joint,2018-07-06
2171,1795,courant,2017-08-08
2172,1856,joint,2022-06-30
2173,1499,courant,2022-07-23
2174,979,courant,2023-01-09
2175,1169,entreprise,2023-10-11
2176,1719,épargne,2021-02-06
2177,1801,entreprise,2020-11-22
2178,1616,courant,2018-05-16
2179,2335,joint,2022-06-24
2180,753,épargne,2020-01-30
2181,1769,joint,2019-11-15
2182,112,entreprise,2022-03-05
2183,1580,joint,2022-07-03
2184,974,courant,2016-09-16
2185,139,joint,2022-10-04
2186,2605,épargne,2023-04-11
2187,497,joint,2020-05-03
2188,1729,épargne,2024-09-16
2189,1716,épargne,2017-10-23
2190,2353,épargne,2024-04-01
2191,2967,entreprise,2016-06-09
2192,1648,entreprise,2025-04-12
2193,2987,épargne,2024-05-07
2194,2031,épargne,2016-01-25
2195,1305,entreprise,2024-03-12
2196,307,joint,2022-07-03
2197,1587,épargne,2023-04-03
2198,1544,joint,2023-04-06
2199,967,épargne,2023-07-30
2200,311,entreprise,2015-07-07
2201,1392,courant,2018-07-18
2202,681,épargne,2024-12-04
2203,26,entreprise,2023-08-14
2204,2378,courant,2024-07-09
2205,3093,joint,2019-11-30
2206,1277,épargne,2016-02-24
2207,1706,joint,2025-03-25
2208,810,entreprise,2020-09-02
2209,928,joint,2020-08-05
2210,693,joint,2025-06-21
2211,2143,entreprise,2020-10-19
2212,502,épargne,2024-11-04
2213,3244,courant,2024-10-18
2214,1543,courant,2017-07-12
2215,1092,joint,2024-03-11
2216,2396,joint,2018-02-03
2217,1598,joint,2024-12-17
2218,783,entreprise,2021-10-24
2219,2546,joint,2022-12-26
2220,105,entreprise,2019-05-11
2221,434,épargne,2022-05-12
2222,2744,courant,2022-07-18
2223,821,courant,2017-08-17
2224,3230,joint,2018-03-25
2225,1332,entreprise,2020-03-09
2226,148,entreprise,2016-09-30
2227,762,épargne,2023-10-28
2228,1649,entreprise,2023-03-08
2229,460,courant,2019-09-14
2230,753,épargne,2021-01-30
2231,2928,entreprise,2015-07-03
2232,2304,joint,2024-09-09
2233,1541,entreprise,2016-05-30
2234,1905,joint,2018-05-26
2235,2035,épargne,2018-04-29
2236,1246,courant,2022-07-19
2237,3082,courant,2016-01-27
2238,485,joint,2019-12-17
2239,2974,courant,2018-05-31
2240,661,épargne,2019-08-01
2241,1551,épargne,2025-01-14
2242,1290,entreprise,2023-07-24
2243,344,entreprise,2025-06-06
2244,2360,courant,2016-04-06
2245,867,épargne,2019-11-20
2246,500,courant,2025-05-03
2247,2167,joint,2019-03-04
2248,1183,entreprise,2018-06-09
2249,768,épargne,2019-05-12
2250,1382,épargne,2022-12-16
2251,624,épargne,2025-03-15
2252,942,joint,2025-04-25
2253,676,épargne,2017-02-04
2254,2066,courant,2022-09-02
2255,1331,épargne,2021-02-12
2256,553,épargne,2023-03-24
2257,2298,joint,2019-05-12
2258,363,joint,2021-11-09
2259,2777,entreprise,2025-04-17
2260,1815,entreprise,2022-02-19
2261,1461,joint,2021-09-19
2262,2362,joint,2016-11-05
2263,8,courant,2018-01-23
2264,29,épargne,2023-02-28
2265,2680,épargne,2017-08-26
2266,1993,entreprise,2016-01-09
2267,2653,entreprise,2017-04-12
2268,1345,épargne,2020-06-15
2269,2458,entreprise,2017-02-27
2270,2830,courant,2019-03-28
2271,1797,courant,2017-03-24
2272,106,joint,2024-08-04
2273,112,courant,2018-11-12
2274,2071,épargne,2023-02-17
2275,1133,courant,2017-12-08
2276,1329,courant,2018-04-25
2277,1898,épargne,2017-07-22
2278,290,entreprise,2015-10-25
2279,310,entreprise,2024-11-17
2280,1635,courant,2020-05-16
2281,1908,épargne,2018-08-22
2282,83,épargne,2016-09-08
2283,3032,entreprise,2017-07-14
2284,764,joint,2023-05-17
2285,2104,joint,2019-08-09
2286,1999,joint,2019-10-12
2287,2874,joint,2021-12-06
2288,2551,joint,2021-01-09
2289,794,entreprise,2018-03-30
2290,264,entreprise,2025-02-02
2291,2807,joint,2021-06-18
2292,1751,courant,2021-05-05
2293,726,entreprise,2020-11-22
2294,3230,entreprise,2016-06-04
2295,1752,joint,2024-10-08
2296,2,courant,2019-04-26
2297,1629,épargne,2022-01-05
2298,517,entreprise,2021-09-29
2299,1371,joint,2023-08-25
2300,2932,courant,2018-10-23
2301,543,courant,2015-07-12
2302,1711,courant,2017-09-12
2303,493,joint,2021-06-25
2304,2599,joint,2021-10-16
2305,2095,joint,2018-07-03
2306,959,joint,2019-09-03
2307,2046,entreprise,2018-02-17
2308,1661,courant,2024-10-11
2309,1621,épargne,2021-10-21
2310,1227,entreprise,2023-04-18
2311,2116,joint,2016-12-03
2312,371,joint,2019-07-06
2313,56,entreprise,2022-02-09
2314,1119,joint,2017-09-28
2315,974,joint,2023-11-27
2316,2272,épargne,2016-08-31
2317,1126,épargne,2025-06-26
2318,1768,épargne,2023-07-27
2319,883,épargne,2017-09-24
2320,665,joint,2017-02-19
2321,287,joint,2019-09-27
2322,1630,joint,2021-12-14
2323,3020,courant,2019-05-07
2324,3176,joint,2022-09-23
2325,259,courant,2025-03-05
2326,2815,épargne,2019-04-12
2327,1743,épargne,2017-01-25
2328,3004,entreprise,2017-11-30
2329,816,entreprise,2024-05-04
2330,1918,courant,2020-08-15
2331,512,courant,2022-01-21
2332,1023,entreprise,2024-01-08
2333,3123,entreprise,2020-04-14
2334,102,entreprise,2015-08-21
2335,1716,épargne,2020-08-17
2336,1913,courant,2021-07-21
2337,546,courant,2017-08-16
2338,1688,entreprise,2022-09-25
2339,3188,épargne,2020-07-01
2340,1721,courant,2018-06-02
2341,538,entreprise,2022-03-07
2342,1041,entreprise,2024-12-10
2343,1270,courant,2024-04-21
2344,1827,épargne,2016-11-15
2345,1965,épargne,2021-01-07
2346,68,courant,2021-09-02
2347,2458,entreprise,2023-09-06
2348,1008,joint,2021-10-05
2349,1388,joint,2018-05-29
2350,3068,épargne,2025-04-06
2351,2106,courant,2016-07-09
2352,3193,courant,2020-06-27
2353,2006,épargne,2025-05-18
2354,3122,courant,2018-05-12
2355,583,joint,2021-06-30
2356,2501,épargne,2022-12-05
2357,1956,courant,2024-12-19
2358,1859,entreprise,2017-03-08
2359,1129,épargne,2017-05-26
2360,653,épargne,2017-10-23
2361,1607,épargne,2024-07-26
2362,1408,joint,2022-10-30
2363,1062,épargne,2019-04-05
2364,198,joint,2017-02-09
2365,683,courant,2024-06-19
2366,644,joint,2020-06-17
2367,1609,entreprise,2020-08-30
2368,1038,courant,2015-09-06
2369,3198,entreprise,2020-10-12
2370,1261,courant,2019-03-02
2371,3138,épargne,2020-09-28
2372,1245,courant,2018-09-06
2373,558,entreprise,2025-02-09
2374,416,entreprise,2024-12-01
2375,2785,joint,2023-03-29
2376,147,courant,2022-01-10
2377,1987,épargne,2016-07-11
2378,130,courant,2025-02-21
2379,1243,entreprise,2019-07-08
2380,2920,joint,2025-05-26
2381,3006,entreprise,2023-04-21
2382,3202,épargne,2025-06-02
2383,1042,courant,2023-08-22
2384,840,épargne,2020-12-01
2385,1518,joint,2023-04-03
2386,427,entreprise,2023-09-03
2387,1731,courant,2025-05-19
2388,710,courant,2022-01-22
2389,126,joint,2018-08-30
2390,3215,joint,2020-02-26
2391,1852,joint,2022-04-23
2392,1179,épargne,2023-06-13
2393,2223,épargne,2024-09-11
2394,720,joint,2016-09-18
2395,1171,joint,2024-03-29
2396,540,courant,2024-04-11
2397,2385,courant,2023-04-12
2398,1403,joint,2020-07-05
2399,2119,épargne,2020-03-20
2400,640,épargne,2018-04-21
2401,2245,entreprise,2024-10-31
2402,2317,courant,2018-06-10
2403,1009,courant,2020-01-27
2404,1367,joint,2024-04-28
2405,2743,entreprise,2016-01-16
2406,1748,entreprise,2023-01-18
2407,198,courant,2023-04-13
2408,2026,épargne,2018-11-05
2409,1172,épargne,2024-04-25
2410,1842,courant,2019-08-12
2411,2109,courant,2018-06-30
2412,92,joint,2020-09-25
2413,859,entreprise,2024-03-05
2414,118,joint,2018-12-24
2415,428,épargne,2019-12-05
2416,1587,épargne,2015-10-31
2417,2819,entreprise,2016-09-01
2418,1385,courant,2018-02-13
2419,633,épargne,2021-02-26
2420,1213,entreprise,2018-01-31
2421,3245,joint,2022-04-06
2422,2053,joint,2018-04-26
2423,2555,courant,2018-09-14
2424,3056,courant,2024-05-02
2425,2160,joint,2020-01-11
2426,524,épargne,2015-10-28
2427,2172,épargne,2024-12-05
2428,2668,courant,2016-06-13
2429,285,courant,2020-12-02
2430,2346,courant,2020-05-06
2431,2635,épargne,2023-12-26
2432,513,courant,2018-06-24
2433,2826,joint,2016-04-30
2434,2434,courant,2023-01-14
2435,653,courant,2022-02-04
2436,2693,entreprise,2024-01-07
2437,802,joint,2018-02-17
2438,890,joint,2016-11-21
2439,1752,entreprise,2015-09-14
2440,2956,entreprise,2022-10-15
2441,2555,courant,2024-09-03
2442,1730,entreprise,2024-05-02
2443,2917,épargne,2020-08-22
2444,1632,épargne,2015-08-28
2445,678,entreprise,2025-06-09
2446,1279,épargne,2016-11-12
2447,3040,entreprise,2016-12-12
2448,214,joint,2020-02-05
2449,385,entreprise,2019-06-14
2450,26,courant,2020-09-27
2451,136,joint,2021-05-16
2452,2462,joint,2020-12-10
2453,1825,courant,2017-04-28
2454,1107,courant,2023-04-24
2455,1501,courant,2019-04-14
2456,641,joint,2018-10-13
2457,2721,épargne,2022-08-08
2458,1916,joint,2022-03-13
2459,2745,joint,2015-08-15
2460,94,épargne,2018-04-27
2461,1077,joint,2022-01-26
2462,1184,courant,2021-10-16
2463,1622,courant,2019-09-30
2464,3142,courant,2020-10-03
2465,294,épargne,2020-12-11
2466,2687,joint,2015-12-25
2467,1813,entreprise,2023-10-28
2468,988,entreprise,2022-12-18
2469,169,épargne,2019-09-26
2470,257,entreprise,2017-09-19
2471,1797,entreprise,2024-11-04
2472,2752,épargne,2024-01-19
2473,1164,entreprise,2020-09-22
2474,1677,entreprise,2016-04-11
2475,2738,épargne,2019-03-05
2476,1083,courant,2023-05-27
2477,1208,joint,2016-09-10
2478,246,épargne,2021-01-01
2479,2449,joint,2025-01-15
2480,2294,joint,2020-12-12
2481,369,courant,2024-04-15
2482,3200,courant,2020-06-25
2483,1959,épargne,2020-04-10
2484,3027,entreprise,2020-08-12
2485,2327,entreprise,2016-06-15
2486,1165,courant,2023-09-27
2487,819,épargne,2015-11-14
2488,3210,joint,2015-12-10
2489,2176,joint,2022-02-28
2490,1511,épargne,2023-01-06
2491,3130,entreprise,2016-04-18
2492,877,joint,2015-12-17
2493,988,joint,2018-11-25
2494,2348,courant,2022-09-01
2495,3103,joint,2025-01-16
2496,2690,courant,2018-08-04
2497,2049,courant,2019-06-06
2498,2116,courant,2024-06-26
2499,1646,courant,2022-04-19
2500,2293,entreprise,2018-07-11
2501,1069,joint,2016-02-18
2502,525,courant,2021-07-06
2503,2463,épargne,2022-10-14
2504,1583,épargne,2019-03-19
2505,2193,joint,2024-10-20
2506,2004,courant,2022-01-03
2507,1886,entreprise,2017-05-02
2508,2173,joint,2016-10-14
2509,571,épargne,2021-02-20
2510,1292,épargne,2024-09-20
2511,1906,joint,2025-06-26
2512,148,entreprise,2023-12-12
2513,704,courant,2021-02-05
2514,1217,entreprise,2020-12-06
2515,2144,entreprise,2023-01-01
2516,385,épargne,2016-11-03
2517,1482,joint,2022-12-09
2518,1802,joint,2024-06-03
2519,275,entreprise,2017-08-21
2520,219,joint,2021-11-05
2521,2892,entreprise,2023-06-13
2522,2284,courant,2017-08-14
2523,2130,joint,2020-03-26
2524,2887,entreprise,2016-09-07
2525,3035,joint,2024-07-10
2526,2440,entreprise,2019-12-13
2527,920,épargne,2021-02-14
2528,2936,épargne,2025-05-08
2529,3001,courant,2016-07-15
2530,417,entreprise,2019-04-24
2531,2205,joint,2017-01-24
2532,2615,épargne,2018-11-08
2533,189,entreprise,2018-02-02
2534,1434,épargne,2017-01-23
2535,3043,courant,2024-04-26
2536,3034,courant,2020-12-20
2537,2957,épargne,2018-08-22
2538,1583,épargne,2015-11-10
2539,1713,entreprise,2022-03-13
2540,1168,épargne,2020-11-30
2541,1392,courant,2019-09-30
2542,3099,courant,2016-03-17
2543,52,courant,2020-07-16
2544,2107,joint,2019-08-11
2545,420,courant,2022-10-25
2546,1324,épargne,2015-08-03
2547,1343,épargne,2019-10-06
2548,1611,joint,2019-03-01
2549,2894,entreprise,2017-04-07
2550,2857,entreprise,2019-01-30
2551,1934,joint,2020-01-05
2552,2494,courant,2020-10-22
2553,1971,entreprise,2017-09-10
2554,243,entreprise,2025-05-16
2555,2272,courant,2022-01-25
2556,3029,courant,2019-06-14
2557,2056,joint,2020-06-12
2558,621,courant,2023-06-04
2559,2686,épargne,2024-04-13
2560,2688,joint,2020-02-01
2561,844,courant,2019-08-23
2562,34,joint,2022-07-22
2563,2036,joint,2019-06-03
2564,3012,courant,2025-04-10
2565,1462,joint,2024-10-15
2566,2095,entreprise,2017-08-22
2567,1471,entreprise,2021-02-07
2568,2563,joint,2019-09-28
2569,279,entreprise,2021-03-31
2570,702,courant,2016-10-18
2571,1537,joint,2022-02-04
2572,1351,joint,2019-10-10
2573,247,entreprise,2016-09-25
2574,2581,épargne,2017-05-21
2575,362,épargne,2021-10-01
2576,2337,joint,2018-04-18
2577,2947,joint,2024-06-12
2578,441,entreprise,2023-12-25
2579,2533,joint,2025-05-04
2580,1793,entreprise,2024-03-27
2581,2617,joint,2022-02-27
2582,3203,courant,2020-09-29
2583,161,épargne,2021-09-24
2584,983,courant,2022-01-08
2585,2503,courant,2017-08-15
2586,912,épargne,2021-03-24
2587,707,entreprise,2018-01-05
2588,2384,épargne,2021-05-30
2589,2038,épargne,2017-07-31
2590,1270,épargne,2020-07-12
2591,3208,entreprise,2021-07-16
2592,2471,épargne,2024-07-20
2593,1850,joint,2024-12-24
2594,1988,joint,2021-01-31
2595,2319,joint,2022-05-31
2596,2746,épargne,2023-07-13
2597,2694,courant,2020-03-08
2598,561,joint,2018-07-15
2599,1914,épargne,2023-08-14
2600,642,courant,2025-04-18
2601,1576,entreprise,2024-05-24
2602,2244,entreprise,2020-12-14
2603,759,épargne,2022-03-21
2604,2822,épargne,2024-10-24
2605,629,entreprise,2019-05-26
2606,3240,épargne,2019-09-26
2607,3202,entreprise,2022-02-10
2608,2755,joint,2018-04-05
2609,836,épargne,2017-07-13
2610,1390,courant,2022-12-23
2611,2926,épargne,2022-03-20
2612,2596,joint,2022-05-29
2613,1061,épargne,2015-12-28
2614,1064,courant,2024-11-12
2615,646,courant,2015-08-23
